dataset,x,y
13,72.4093545935,33.0392569664
13,76.271299815,25.5695441452
13,76.9532591384,27.7706107405
13,75.1077300904,30.0169834157
13,75.9692852004,29.0388653753
13,75.2838870131,24.8747531721
13,77.0522406385,27.9056390894
13,42.8267563374,25.5569594065
13,42.0806606852,24.9465264454
13,39.8783046498,18.3249292157
13,36.4754991726,17.7189477884
13,37.1030736419,15.4456116477
13,34.1489682077,13.5238698677
13,37.5794219113,15.0158901333
13,41.0643057894,12.2144689321
13,42.195266147,20.9193721857
13,36.6055782383,15.748875885
13,39.4311612098,19.3238407541
13,37.5620763361,11.9284457044
13,34.2381100444,13.7131582305
13,34.1409410386,4.57766135024
13,36.6592676972,17.6819644553
13,40.6437192795,20.2408613716
13,36.7924815919,13.3921347304
13,75.9483006427,22.7447959146
13,76.8406924717,20.9185472197
13,81.9504776395,19.8745582085
13,81.6437056853,16.5917599845
13,84.6102197758,14.2477619017
13,84.1028794336,8.98065579006
13,80.18002545,19.0888441297
13,80.5732729943,8.36563890168
13,79.0043268649,10.6281977654
13,40.0481864651,24.2614879334
13,34.7945935378,13.9696834611
13,79.221764441,22.0945914837
13,36.0308797708,93.1217332374
13,34.4995583102,86.6099850511
13,31.1068665551,89.4616352367
